题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
欧阳修散文的艺术风格通常被概括为,宋,散文,5-100 宋代 欧阳修散文,单选题,平易自然结构严谨,辞采极其华丽,完全模仿骈文,内容极其单一,A,平易自然结构严谨,欧阳修散文语言平易结构严谨具有较高文学价值其余选项均不符合其艺术特点,中等,,,,0,No,
江西诗派在宋代诗歌史上的重要代表人物是,宋,诗歌,5-110 宋代 江西诗派,单选题,黄庭坚,杜甫,王维,岑参,A,黄庭坚,黄庭坚是江西诗派最重要的代表诗人其余选项均为唐代诗人,简单,,,,0,No,
江西诗派在诗歌创作上的重要主张是,宋,诗歌,5-110 宋代 江西诗派,单选题,讲求诗法强调锤炼字句,完全否定前人诗歌,只写现实政治题材,完全依赖口语表达,A,讲求诗法强调锤炼字句,江西诗派强调诗歌技巧和字句锤炼其余选项均不符合文学史事实,中等,,,,0,No,
江西诗派诗歌创作强调的一个重要原则是,宋,诗歌,5-110 宋代 江西诗派,单选题,重视学习前人诗法并加以变化,完全否定唐诗传统,只写自然山水,只写社会现实,A,重视学习前人诗法并加以变化,江西诗派强调在学习前人基础上创新其余选项均不符合文学史事实,中等,,,,0,No,
宋代话本在文学史上的重要特点之一是,宋,小说,5-120 宋代 宋代话本,单选题,情节曲折生动语言通俗,结构极其简单,完全记录历史事实,只描写宫廷生活,A,情节曲折生动语言通俗,宋代话本语言通俗情节曲折体现市民文学特点其余选项均不符合文学史事实,简单,,,,0,No,
宋代话本的主要受众群体是,宋,小说,5-120 宋代 宋代话本,单选题,城市市民阶层,宫廷贵族,士大夫官员,宗教僧侣,A,城市市民阶层,宋代话本产生于城市文化环境主要面向市民阶层其余选项均不符合文学史事实,中等,,,,0,No,
宋代话本在中国小说史上的重要意义是,宋,小说,5-120 宋代 宋代话本,单选题,为后世章回小说提供叙事基础,确立诗歌格律体系,建立戏曲文学体系,推动词体文学发展,A,为后世章回小说提供叙事基础,宋代话本为明清章回小说的发展提供重要叙事经验其余选项均不符合文学史事实,中等,,,,0,No,
宋词在中国文学史上的总体地位通常被评价为,宋,诗歌,5-010 宋代 宋词发展,单选题,词体文学发展的高峰,中国小说发展的高峰,中国戏曲发展的高峰,中国散文发展的高峰,A,词体文学发展的高峰,宋词在艺术形式与思想内容上高度成熟被认为是词体文学发展的高峰其余选项均不符合文学史评价,中等,,,,0,No,
北宋词坛形成多种词风的重要原因之一是,宋,诗歌,5-020 宋代 北宋词坛,单选题,文人大量参与词的创作,词体逐渐消亡,小说完全取代词,戏曲成为主流,A,文人大量参与词的创作,北宋文人参与创作扩大词的表现范围形成多种词风其余选项均不符合文学史事实,中等,,,,0,No,
南宋词坛在情感表达上的突出特点是,宋,诗歌,5-030 宋代 南宋词坛,单选题,多表现家国之思与历史感慨,只写爱情生活,完全脱离现实,只写隐逸生活,A,多表现家国之思与历史感慨,南宋词人多抒发家国情怀其余选项均不符合文学史实际,中等,,,,0,No,
婉约词在宋词艺术中的重要价值是,宋,诗歌,5-040 宋代 婉约词,单选题,形成细腻柔美的抒情传统,确立格律诗体系,推动边塞诗发展,建立戏曲文学,A,形成细腻柔美的抒情传统,婉约词以细腻抒情和柔美语言著称其余选项均不符合文学史事实,中等,,,,0,No,
豪放词在宋词史上的重要作用是,宋,诗歌,5-050 宋代 豪放词,单选题,扩大词的题材与思想内容,限制词的表现范围,使词只用于歌唱,使词逐渐衰落,A,扩大词的题材与思想内容,豪放词突破婉约词限制扩大词的表现内容其余选项均不符合文学史事实,中等,,,,0,No,
苏轼词在艺术境界上的一个重要特点是,宋,诗歌,5-060 宋代 苏轼词,单选题,境界开阔气度旷达,语言极其柔美,内容极其单一,完全模仿唐诗,A,境界开阔气度旷达,苏轼词突破传统词体限制形成开阔豪放的艺术境界其余选项均不符合其艺术特点,中等,,,,0,No,
辛弃疾词在文学史上的重要艺术价值是,宋,诗歌,5-070 宋代 辛弃疾词,单选题,将豪放词发展到新的高度,确立婉约词传统,建立诗歌格律体系,推动小说发展,A,将豪放词发展到新的高度,辛弃疾继承苏轼词风使豪放词艺术达到新的高度其余选项均不符合文学史事实,中等,,,,0,No,
李清照词在艺术风格上的典型特点是,宋,诗歌,5-080 宋代 李清照词,单选题,情感细腻语言清新,气势雄浑豪迈,只写战争生活,完全模仿豪放词,A,情感细腻语言清新,李清照词以细腻情感和清新语言著称其余选项均不符合其艺术特点,中等,,,,0,No,
宋词在文学史上逐渐摆脱歌筵娱乐性质的重要表现是,宋,诗歌,5-010 宋代 宋词发展,单选题,逐渐成为文人表达思想情感的重要体裁,完全脱离音乐演唱,只用于宫廷礼仪,逐渐被诗歌取代,A,逐渐成为文人表达思想情感的重要体裁,宋代文人广泛参与词的创作使词逐渐由歌筵娱乐文学发展为重要抒情体裁其余选项均不符合文学史事实,中等,,,,0,No,
宋词在艺术表现上的一个重要特点是,宋,诗歌,5-010 宋代 宋词发展,单选题,抒情细腻表现形式丰富,结构极其简单,完全模仿散文形式,只描写爱情题材,A,抒情细腻表现形式丰富,宋词在抒情方式与艺术技巧方面高度发展其余选项均不符合文学史事实,中等,,,,0,No,
北宋词坛在文学史上的重要贡献之一是,宋,诗歌,5-020 宋代 北宋词坛,单选题,推动词体逐渐成熟并形成多样词风,使词逐渐衰落,完全模仿唐诗体式,使词只用于音乐演唱,A,推动词体逐渐成熟并形成多样词风,北宋词坛出现多种词风推动词体发展成熟其余选项均不符合文学史事实,中等,,,,0,No,
北宋词坛中推动慢词发展的重要作家是,宋,诗歌,5-020 宋代 北宋词坛,单选题,柳永,李白,杜甫,王维,A,柳永,柳永大量创作慢词对北宋词的发展产生重要影响其余选项均为唐代诗人,简单,,,,0,No,
南宋词坛形成沉郁风格的重要历史背景是,宋,诗歌,5-030 宋代 南宋词坛,单选题,民族危机与国家分裂,国家统一国力强盛,社会极度稳定,文学完全脱离现实,A,民族危机与国家分裂,南宋词人多在国家危机背景下抒发家国情怀其余选项均不符合历史事实,中等,,,,0,No,
婉约词在艺术风格上的主要特征之一是,宋,诗歌,5-040 宋代 婉约词,单选题,情感细腻语言柔美,气势雄浑豪迈,内容多写战争,风格粗犷豪放,A,情感细腻语言柔美,婉约词以细腻柔美的抒情风格著称其余选项均不符合其艺术特点,简单,,,,0,No,
婉约词在题材上的重要内容之一是,宋,诗歌,5-040 宋代 婉约词,单选题,离情别绪与爱情生活,战争题材,政治议论,历史叙事,A,离情别绪与爱情生活,婉约词多表现爱情与离别情绪其余选项均不符合文学史事实,简单,,,,0,No,
豪放词在宋词史上的艺术意义主要在于,宋,诗歌,5-050 宋代 豪放词,单选题,扩大词的题材和表现境界,限制词的题材范围,使词只用于歌唱,使词逐渐衰落,A,扩大词的题材和表现境界,豪放词突破传统婉约词限制扩大表现内容其余选项均不符合文学史事实,中等,,,,0,No,
豪放词在艺术风格上的典型特点是,宋,诗歌,5-050 宋代 豪放词,单选题,气势豪迈情感奔放,语言柔美细腻,内容单一,完全模仿唐诗,A,气势豪迈情感奔放,豪放词风格雄浑豪迈表达豪放情怀其余选项均不符合文学史事实,简单,,,,0,No,
苏轼词在宋词史上的重要贡献之一是,宋,诗歌,5-060 宋代 苏轼词,单选题,拓展词的表现内容与艺术境界,建立词牌体系,确立婉约词传统,发展传奇小说,A,拓展词的表现内容与艺术境界,苏轼突破传统词体限制使词具有更广阔表现空间其余选项均不符合文学史事实,中等,,,,0,No,
下列关于元杂剧体制特点的表述最符合文学史实际的一项是,元,戏曲,6-010 元代 元杂剧概况,单选题,一般由四折一楔子构成,通常由十折组成,没有固定结构,完全采用散文叙事,A,一般由四折一楔子构成,元杂剧通常由四折组成有时加楔子形成较稳定的结构其余选项均不符合文学史事实,中等,,,,0,No,
元杂剧演出体制的重要特点之一是,元,戏曲,6-010 元代 元杂剧概况,单选题,一人主唱其余角色配合表演,所有角色同时唱曲,没有音乐伴奏,完全没有舞台表演,A,一人主唱其余角色配合表演,元杂剧通常由正旦或正末主唱其他角色配合其余选项均不符合戏曲体制特点,中等,,,,0,No,
元杂剧在中国戏曲史上的重要意义是,元,戏曲,6-010 元代 元杂剧概况,单选题,标志中国戏曲艺术走向成熟,确立章回小说形式,建立词体文学体系,推动骈文发展,A,标志中国戏曲艺术走向成熟,元杂剧结构完整艺术成熟被认为是中国戏曲成熟的重要标志其余选项均不符合文学史事实,中等,,,,0,No,
关汉卿在元代文学史上的重要地位是,元,戏曲,6-020 元代 关汉卿杂剧,单选题,元杂剧最重要的代表作家之一,散曲代表作家,唐传奇代表作家,章回小说作家,A,元杂剧最重要的代表作家之一,关汉卿是元杂剧最重要的作家之一其余选项均不符合文学史事实,简单,,,,0,No,
下列作品中属于关汉卿代表作的一项是,元,戏曲,6-020 元代 关汉卿杂剧,单选题,窦娥冤,西厢记,汉宫秋,赵氏孤儿,A,窦娥冤,窦娥冤是关汉卿最著名的杂剧作品其余选项均为其他作家作品,简单,,,,0,No,
关汉卿杂剧在思想内容上的重要特点是,元,戏曲,6-020 元代 关汉卿杂剧,单选题,关注社会现实同情下层人民,只描写宫廷生活,完全脱离社会现实,只写神话故事,A,关注社会现实同情下层人民,关汉卿作品多表现社会矛盾同情普通百姓其余选项均不符合文学史事实,中等,,,,0,No,
王实甫在元代戏曲史上的重要贡献是,元,戏曲,6-030 元代 王实甫杂剧,单选题,创作爱情题材杂剧名作,建立元杂剧体制,发展散曲文学,推动小说发展,A,创作爱情题材杂剧名作,王实甫以爱情题材杂剧西厢记著称其余选项均不符合文学史事实,中等,,,,0,No,
下列作品中属于王实甫代表作的一项是,元,戏曲,6-030 元代 王实甫杂剧,单选题,西厢记,窦娥冤,赵氏孤儿,汉宫秋,A,西厢记,西厢记是王实甫最著名的杂剧作品其余选项均为其他作家作品,简单,,,,0,No,
王实甫杂剧在艺术表现上的重要特点之一是,元,戏曲,6-030 元代 王实甫杂剧,单选题,情节曲折人物形象生动,结构极其简单,完全记录历史事实,只描写宫廷生活,A,情节曲折人物形象生动,王实甫杂剧情节结构复杂人物形象鲜明其余选项均不符合文学史事实,中等,,,,0,No,
马致远在元代戏曲史上的重要地位是,元,戏曲,6-040 元代 马致远杂剧,单选题,元杂剧重要作家之一,唐传奇作家,宋词作家,章回小说作家,A,元杂剧重要作家之一,马致远是元杂剧重要作家之一其余选项均不符合文学史事实,简单,,,,0,No,
下列作品中属于马致远杂剧代表作的一项是,元,戏曲,6-040 元代 马致远杂剧,单选题,汉宫秋,窦娥冤,西厢记,赵氏孤儿,A,汉宫秋,汉宫秋是马致远的重要杂剧作品其余选项均为其他作家作品,简单,,,,0,No,
马致远杂剧在艺术风格上的特点之一是,元,戏曲,6-040 元代 马致远杂剧,单选题,情调苍凉意境深远,气势豪迈奔放,语言极其粗犷,只写宫廷生活,A,情调苍凉意境深远,马致远作品常表现苍凉情调与历史感慨其余选项均不符合文学史事实,中等,,,,0,No,
元杂剧在艺术表现上的重要特点之一是,元,戏曲,6-050 元代 元杂剧艺术特色,单选题,曲词优美结构严谨,完全没有音乐,只用散文叙事,人物形象简单,A,曲词优美结构严谨,元杂剧曲词优美结构完整人物形象鲜明其余选项均不符合文学史事实,中等,,,,0,No,
元杂剧在人物塑造上的重要艺术特点是,元,戏曲,6-050 元代 元杂剧艺术特色,单选题,人物形象鲜明个性突出,人物极其单一,完全没有人物描写,只记录历史事件,A,人物形象鲜明个性突出,元杂剧通过戏剧情节刻画人物个性其余选项均不符合文学史事实,中等,,,,0,No,
散曲在文学体裁上的特点是,元,诗歌,6-060 元代 散曲,单选题,语言通俗接近口语,完全模仿古诗形式,只用于宫廷礼仪,结构极其复杂,A,语言通俗接近口语,散曲语言通俗生动接近口语体现市民文学特点其余选项均不符合文学史事实,简单,,,,0,No,
元杂剧在戏曲结构上的一个重要特点是,元,戏曲,6-010 元代 元杂剧概况,单选题,每一折由同一角色主唱,所有角色轮流主唱,完全没有唱词,只用对白,A,每一折由同一角色主唱,元杂剧通常由正旦或正末主唱一折之内由同一角色演唱其余选项均不符合戏曲体制特点,中等,,,,0,No,
元杂剧在文学史上的重要地位通常被认为是,元,戏曲,6-010 元代 元杂剧概况,单选题,中国古代戏曲成熟的重要标志,中国古代小说成熟标志,中国古代诗歌高峰,中国古代散文高峰,A,中国古代戏曲成熟的重要标志,元杂剧在结构音乐表演等方面高度成熟被认为是中国戏曲成熟的重要阶段,中等,,,,0,No,
关汉卿杂剧在人物塑造上的一个重要特点是,元,戏曲,6-020 元代 关汉卿杂剧,单选题,人物性格鲜明富有现实感,人物形象极其单一,完全没有人物描写,只记录历史事件,A,人物性格鲜明富有现实感,关汉卿杂剧通过生动情节塑造具有现实感的人物形象其余选项均不符合文学史事实,中等,,,,0,No,
